session_year,caption,caption_long,party,n_over_side,crossing,data,Legislator,id,seat
1880-01-01T12:00:00Z,<strong>Tilmon Ford</strong><br/>Republican<br/>Male<br/>Representing Marion.,NA,Republican,NA,NA,legislators,"Ford, Tilmon",32,11
1880-01-01T12:00:00Z,<strong>T. T. Greer</strong><br/>Republican<br/>Male<br/>Representing Marion.,NA,Republican,NA,NA,legislators,"Greer, T. T.",33,19
1880-01-01T12:00:00Z,<strong>J. W. Harpole</strong><br/>Republican<br/>Male<br/>Representing Lane.,NA,Republican,NA,NA,legislators,"Harpole, J. W.",34,27
1880-01-01T12:00:00Z,<strong>Penumbra Kelly</strong><br/>Republican<br/>Male<br/>Representing Multnomah.,NA,Republican,NA,NA,legislators,"Kelly, Penumbra",35,35
1880-01-01T12:00:00Z,<strong>Lee Laughlin</strong><br/>Republican<br/>Male<br/>Representing Yamhill.,NA,Republican,NA,NA,legislators,"Laughlin, Lee",36,43
1880-01-01T12:00:00Z,<strong>F. A. Meyer</strong><br/>Republican<br/>Male<br/>Representing Multnomah.,NA,Republican,NA,NA,legislators,"Meyer, F. A.",37,51
1880-01-01T12:00:00Z,"<strong>John, IV Minto</strong><br/>Republican<br/>Male<br/>Representing Salem, Marion.",NA,Republican,NA,NA,legislators,"Minto, John, IV",38,5
1880-01-01T12:00:00Z,<strong>L. D. Montgomery</strong><br/>Republican<br/>Male<br/>Representing Douglas.,NA,Republican,NA,NA,legislators,"Montgomery, L. D.",39,12
1880-01-01T12:00:00Z,<strong>Z. F. Moody</strong><br/>Republican<br/>Male<br/>Representing Wasco.,NA,Republican,NA,NA,legislators,"Moody, Z. F.",40,20
1880-01-01T12:00:00Z,<strong>WIlliam Morras</strong><br/>Republican<br/>Male<br/>Representing Coos.,NA,Republican,NA,NA,legislators,"Morras, WIlliam",41,28
1880-01-01T12:00:00Z,<strong>F. A. Patterson</strong><br/>Republican<br/>Male<br/>Representing Polk.,NA,Republican,NA,NA,legislators,"Patterson, F. A.",42,36
1880-01-01T12:00:00Z,<strong>L. Patterson</strong><br/>Republican<br/>Male<br/>Representing Washington.,NA,Republican,NA,NA,legislators,"Patterson, L.",43,44
1880-01-01T12:00:00Z,<strong>William A. Paul</strong><br/>Republican<br/>Male<br/>Representing Linn.,NA,Republican,NA,NA,legislators,"Paul, William A.",44,52
1880-01-01T12:00:00Z,<strong>Frank Payne</strong><br/>Republican<br/>Male<br/>Representing Multnomah.,NA,Republican,NA,NA,legislators,"Payne, Frank",45,58
1880-01-01T12:00:00Z,<strong>O. P. S. Plummer</strong><br/>Republican<br/>Male<br/>Representing Multnomah.,NA,Republican,NA,NA,legislators,"Plummer, O. P. S.",46,6
1880-01-01T12:00:00Z,<strong>G. W. Prosser</strong><br/>Republican<br/>Male<br/>Representing Clackamas.,NA,Republican,NA,NA,legislators,"Prosser, G. W.",47,13
1880-01-01T12:00:00Z,"<strong>Raleigh Scott</strong><br/>Republican<br/>Male<br/>Representing Coos, Curry.",NA,Republican,NA,NA,legislators,"Scott, Raleigh",48,21
1880-01-01T12:00:00Z,<strong>R. J. Sharp</strong><br/>Republican<br/>Male<br/>Representing Clackamas.,NA,Republican,NA,NA,legislators,"Sharp, R. J.",49,29
1880-01-01T12:00:00Z,<strong>Henry Smith</strong><br/>Republican<br/>Male<br/>Representing Marion.,NA,Republican,NA,NA,legislators,"Smith, Henry",50,37
1880-01-01T12:00:00Z,<strong>I. L. Smith</strong><br/>Republican<br/>Male<br/>Representing Washington.,NA,Republican,NA,NA,legislators,"Smith, I. L.",51,45
1880-01-01T12:00:00Z,<strong>F. M. Spencer</strong><br/>Republican<br/>Male<br/>Representing Douglas.,NA,Republican,NA,NA,legislators,"Spencer, F. M.",52,53
1880-01-01T12:00:00Z,<strong>A. C. Stanley</strong><br/>Republican<br/>Male<br/>Representing Jackson.,NA,Republican,NA,NA,legislators,"Stanley, A. C.",53,59
1880-01-01T12:00:00Z,<strong>O. A. Stearns</strong><br/>Republican<br/>Male<br/>Representing Lake.,NA,Republican,NA,NA,legislators,"Stearns, O. A.",54,14
1880-01-01T12:00:00Z,"<strong>Frank J. Taylor</strong><br/>Republican<br/>Male<br/>Representing Clatsop, Tillamook.",NA,Republican,NA,NA,legislators,"Taylor, Frank J.",55,22
1880-01-01T12:00:00Z,<strong>Geo. A. Waggoner</strong><br/>Republican<br/>Male<br/>Representing Benton.,NA,Republican,NA,NA,legislators,"Waggoner, Geo. A.",56,30
1880-01-01T12:00:00Z,<strong>A. C. Wilbur</strong><br/>Republican<br/>Male<br/>Representing Clackamas.,NA,Republican,NA,NA,legislators,"Wilbur, A. C.",57,38
1880-01-01T12:00:00Z,<strong>H. Will</strong><br/>Republican<br/>Male<br/>Representing Clackamas.,NA,Republican,NA,NA,legislators,"Will, H.",58,46
1880-01-01T12:00:00Z,<strong>J. J. Worcester</strong><br/>Republican<br/>Male<br/>Representing Grant.,NA,Republican,NA,NA,legislators,"Worcester, J. J.",59,54
1880-01-01T12:00:00Z,<strong>Chris P. Yates</strong><br/>Republican<br/>Male<br/>Representing Multnomah.,NA,Republican,NA,NA,legislators,"Yates, Chris P.",60,60
1882-01-01T12:00:00Z,<strong>G. F. Crawford</strong><br/>Democrat<br/>Male<br/>Representing Linn.,NA,Democrat,NA,NA,legislators,"Crawford, G. F.",1,7
1882-01-01T12:00:00Z,<strong>W. R. Curtis</strong><br/>Democrat<br/>Male<br/>Representing Baker.,NA,Democrat,NA,NA,legislators,"Curtis, W. R.",2,15
1882-01-01T12:00:00Z,<strong>Henry Cyrus</strong><br/>Democrat<br/>Male<br/>Representing Linn.,NA,Democrat,NA,NA,legislators,"Cyrus, Henry",3,23
1882-01-01T12:00:00Z,<strong>Samuel Furry</strong><br/>Democrat<br/>Male<br/>Representing Jackson.,NA,Democrat,NA,NA,legislators,"Furry, Samuel",4,31
1882-01-01T12:00:00Z,<strong>W. H. Harris</strong><br/>Democrat<br/>Male<br/>Representing Multnomah.,NA,Democrat,NA,NA,legislators,"Harris, W. H.",5,39
1882-01-01T12:00:00Z,<strong>R. B. Hayes</strong><br/>Democrat<br/>Male<br/>Representing Lane.,NA,Democrat,NA,NA,legislators,"Hayes, R. B.",6,47
1882-01-01T12:00:00Z,<strong>J. W. B. Hindman</strong><br/>Democrat<br/>Male<br/>Representing Union.,NA,Democrat,NA,NA,legislators,"Hindman, J. W. B.",7,55
1882-01-01T12:00:00Z,<strong>L. B. Ison</strong><br/>Democrat<br/>Male<br/>Representing Baker.,NA,Democrat,NA,NA,legislators,"Ison, L. B.",8,1
1882-01-01T12:00:00Z,<strong>F. M. Kizer</strong><br/>Democrat<br/>Male<br/>Representing Linn.,NA,Democrat,NA,NA,legislators,"Kizer, F. M.",9,8
1882-01-01T12:00:00Z,<strong>John Long</strong><br/>Democrat<br/>Male<br/>Representing Lane.,NA,Democrat,NA,NA,legislators,"Long, John",10,16
1882-01-01T12:00:00Z,<strong>S. P. Moss</strong><br/>Democrat<br/>Male<br/>Representing Lake.,NA,Democrat,NA,NA,legislators,"Moss, S. P.",11,24
1882-01-01T12:00:00Z,<strong>J. C. Nelson</strong><br/>Democrat<br/>Male<br/>Representing Yamhill.,NA,Democrat,NA,NA,legislators,"Nelson, J. C.",12,32
1882-01-01T12:00:00Z,<strong>P. S. Noyer</strong><br/>Democrat<br/>Male<br/>Representing Clackamas.,NA,Democrat,NA,NA,legislators,"Noyer, P. S.",13,40
1882-01-01T12:00:00Z,<strong>Allen Parker</strong><br/>Democrat<br/>Male<br/>Representing Benton.,NA,Democrat,NA,NA,legislators,"Parker, Allen",14,48
1882-01-01T12:00:00Z,<strong>J. N. Rice</strong><br/>Democrat<br/>Male<br/>Representing Linn.,NA,Democrat,NA,NA,legislators,"Rice, J. N.",15,56
1882-01-01T12:00:00Z,<strong>J. A. Robnett</strong><br/>Democrat<br/>Male<br/>Representing Linn.,NA,Democrat,NA,NA,legislators,"Robnett, J. A.",16,2
1882-01-01T12:00:00Z,<strong>J. H. Sperry</strong><br/>Democrat<br/>Male<br/>Representing Umatilla.,NA,Democrat,NA,NA,legislators,"Sperry, J. H.",17,9
1882-01-01T12:00:00Z,<strong>A. C. Stanley</strong><br/>Democrat<br/>Male<br/>Representing Jackson.,NA,Democrat,NA,NA,legislators,"Stanley, A. C.",18,17
1882-01-01T12:00:00Z,<strong>R. M. Veatch</strong><br/>Democrat<br/>Male<br/>Representing Lane.,NA,Democrat,NA,NA,legislators,"Veatch, R. M.",19,25
1882-01-01T12:00:00Z,<strong>J. J. Whitney</strong><br/>Democrat<br/>Male<br/>Representing Linn.,NA,Democrat,NA,NA,legislators,"Whitney, J. J.",20,33
1882-01-01T12:00:00Z,<strong>James Bruce</strong><br/>Independent<br/>Male<br/>Representing Washington.,NA,Independent,NA,NA,legislators,"Bruce, James",21,41
1882-01-01T12:00:00Z,<strong>J. H. Baughman</strong><br/>Republican<br/>Male<br/>Representing Marion.,NA,Republican,NA,NA,legislators,"Baughman, J. H.",22,49
1882-01-01T12:00:00Z,<strong>J. B. Bleakney</strong><br/>Republican<br/>Male<br/>Representing Marion.,NA,Republican,NA,NA,legislators,"Bleakney, J. B.",23,57
1882-01-01T12:00:00Z,<strong>H. J. Brown</strong><br/>Republican<br/>Male<br/>Representing Douglas.,NA,Republican,NA,NA,legislators,"Brown, H. J.",24,3
1882-01-01T12:00:00Z,<strong>J. C. Carson</strong><br/>Republican<br/>Male<br/>Representing Multnomah.,NA,Republican,NA,NA,legislators,"Carson, J. C.",25,10
1882-01-01T12:00:00Z,<strong>Tolbert Carter</strong><br/>Republican<br/>Male<br/>Representing Benton.,NA,Republican,NA,NA,legislators,"Carter, Tolbert",26,18
1882-01-01T12:00:00Z,<strong>D. M. Dunbar</strong><br/>Republican<br/>Male<br/>Representing Washington.,NA,Republican,NA,NA,legislators,"Dunbar, D. M.",27,26
1882-01-01T12:00:00Z,"<strong>S. B., Jr. Eakin</strong><br/>Republican<br/>Male<br/>Representing Lane.",NA,Republican,NA,NA,legislators,"Eakin, S. B., Jr.",28,34
1882-01-01T12:00:00Z,<strong>Y. N. Faulconer</strong><br/>Republican<br/>Male<br/>Representing Yamhill.,NA,Republican,NA,NA,legislators,"Faulconer, Y. N.",29,42
1882-01-01T12:00:00Z,<strong>Tilmon Ford</strong><br/>Republican<br/>Male<br/>Representing Marion.,NA,Republican,NA,NA,legislators,"Ford, Tilmon",30,50
1882-01-01T12:00:00Z,<strong>D. M. C. Gault</strong><br/>Republican<br/>Male<br/>Representing Multnomah.,NA,Republican,NA,NA,legislators,"Gault, D. M. C.",31,4
1882-01-01T12:00:00Z,<strong>A. N. Gilbert</strong><br/>Republican<br/>Male<br/>Representing Marion.,NA,Republican,NA,NA,legislators,"Gilbert, A. N.",32,11
1882-01-01T12:00:00Z,<strong>John Hawley</strong><br/>Republican<br/>Male<br/>Representing Polk.,NA,Republican,NA,NA,legislators,"Hawley, John",33,19
1882-01-01T12:00:00Z,<strong>John A. Hunt</strong><br/>Republican<br/>Male<br/>Representing Douglas.,NA,Republican,NA,NA,legislators,"Hunt, John A.",34,27
1882-01-01T12:00:00Z,<strong>C. M. Jameson</strong><br/>Republican<br/>Male<br/>Representing Union.,NA,Republican,NA,NA,legislators,"Jameson, C. M.",35,35
1882-01-01T12:00:00Z,<strong>M. L. Jones</strong><br/>Republican<br/>Male<br/>Representing Marion.,NA,Republican,NA,NA,legislators,"Jones, M. L.",36,43
1882-01-01T12:00:00Z,<strong>W. P. Keady</strong><br/>Republican<br/>Male<br/>Representing Benton.,NA,Republican,NA,NA,legislators,"Keady, W. P.",37,51
1882-01-01T12:00:00Z,<strong>P. Kelly</strong><br/>Republican<br/>Male<br/>Representing Multnomah.,NA,Republican,NA,NA,legislators,"Kelly, P.",38,5
1882-01-01T12:00:00Z,<strong>P. A. Marquam</strong><br/>Republican<br/>Male<br/>Representing Multnomah.,NA,Republican,NA,NA,legislators,"Marquam, P. A.",39,12
1882-01-01T12:00:00Z,<strong>H. L. Marston</strong><br/>Republican<br/>Male<br/>Representing Yamhill.,NA,Republican,NA,NA,legislators,"Marston, H. L.",40,20
1882-01-01T12:00:00Z,<strong>George W. McBride</strong><br/>Republican<br/>Male<br/>Representing Columbia.,NA,Republican,NA,NA,legislators,"McBride, George W.",41,28
1882-01-01T12:00:00Z,<strong>WIlliam Morras</strong><br/>Republican<br/>Male<br/>Representing Coos.,NA,Republican,NA,NA,legislators,"Morras, WIlliam",42,36
1882-01-01T12:00:00Z,<strong>E. A. Moses</strong><br/>Republican<br/>Male<br/>Representing Clackamas.,NA,Republican,NA,NA,legislators,"Moses, E. A.",43,44
1882-01-01T12:00:00Z,<strong>B. F. Nichols</strong><br/>Republican<br/>Male<br/>Representing Wasco.,NA,Republican,NA,NA,legislators,"Nichols, B. F.",44,52
1882-01-01T12:00:00Z,<strong>F. A. Patterson</strong><br/>Republican<br/>Male<br/>Representing Polk.,NA,Republican,NA,NA,legislators,"Patterson, F. A.",45,58
1882-01-01T12:00:00Z,<strong>Lyman Perkins</strong><br/>Republican<br/>Male<br/>Representing Grant.,NA,Republican,NA,NA,legislators,"Perkins, Lyman",46,6
1882-01-01T12:00:00Z,<strong>W. A. Perkins</strong><br/>Republican<br/>Male<br/>Representing Douglas.,NA,Republican,NA,NA,legislators,"Perkins, W. A.",47,13
1882-01-01T12:00:00Z,<strong>O. P. S. Plummer</strong><br/>Republican<br/>Male<br/>Representing Multnomah.,NA,Republican,NA,NA,legislators,"Plummer, O. P. S.",48,21
1882-01-01T12:00:00Z,<strong>W. T. Rigdon</strong><br/>Republican<br/>Male<br/>Representing Marion.,NA,Republican,NA,NA,legislators,"Rigdon, W. T.",49,29
1882-01-01T12:00:00Z,<strong>John Sappington</strong><br/>Republican<br/>Male<br/>Representing Washington.,NA,Republican,NA,NA,legislators,"Sappington, John",50,37
1882-01-01T12:00:00Z,<strong>R. J. Sharp</strong><br/>Republican<br/>Male<br/>Representing Clackamas.,NA,Republican,NA,NA,legislators,"Sharp, R. J.",51,45
1882-01-01T12:00:00Z,"<strong>Jasper Smith</strong><br/>Republican<br/>Male<br/>Representing Clatsop, Tillamook.",NA,Republican,NA,NA,legislators,"Smith, Jasper",52,53
1882-01-01T12:00:00Z,<strong>Benjamin Stanton</strong><br/>Republican<br/>Male<br/>Representing Umatilla.,NA,Republican,NA,NA,legislators,"Stanton, Benjamin",53,59
1882-01-01T12:00:00Z,"<strong>Frank A. Steward</strong><br/>Republican<br/>Male<br/>Representing Coos, Curry.",NA,Republican,NA,NA,legislators,"Steward, Frank A.",54,14
1882-01-01T12:00:00Z,<strong>A. H. Tanner</strong><br/>Republican<br/>Male<br/>Representing Multnomah.,NA,Republican,NA,NA,legislators,"Tanner, A. H.",55,22
1882-01-01T12:00:00Z,<strong>Henry Thornton</strong><br/>Republican<br/>Male<br/>Representing Josephine.,NA,Republican,NA,NA,legislators,"Thornton, Henry",56,30
1882-01-01T12:00:00Z,<strong>Warren Truitt</strong><br/>Republican<br/>Male<br/>Representing Polk.,NA,Republican,NA,NA,legislators,"Truitt, Warren",57,38
1882-01-01T12:00:00Z,<strong>H. P. Webb</strong><br/>Republican<br/>Male<br/>Representing Douglas.,NA,Republican,NA,NA,legislators,"Webb, H. P.",58,46
1882-01-01T12:00:00Z,<strong>A. C. Wilbur</strong><br/>Republican<br/>Male<br/>Representing Clackamas.,NA,Republican,NA,NA,legislators,"Wilbur, A. C.",59,54
1885-01-01T12:00:00Z,"<strong>T. F. Beall</strong><br/>Democrat<br/>Male<br/>Representing Central Point, Jackson.",NA,Democrat,NA,NA,legislators,"Beall, T. F.",1,7
1885-01-01T12:00:00Z,"<strong>L. Bilyeu</strong><br/>Democrat<br/>Male<br/>Representing Eugene, Lane.",NA,Democrat,NA,NA,legislators,"Bilyeu, L.",2,15
1885-01-01T12:00:00Z,"<strong>T. J. Black</strong><br/>Democrat<br/>Male<br/>Representing Halsey, Linn.",NA,Democrat,NA,NA,legislators,"Black, T. J.",3,23
1885-01-01T12:00:00Z,"<strong>A. D. Burton</strong><br/>Democrat<br/>Male<br/>Representing Springfield, Lane.",NA,Democrat,NA,NA,legislators,"Burton, A. D.",4,31
1885-01-01T12:00:00Z,"<strong>George Chandler</strong><br/>Democrat<br/>Male<br/>Representing Baker City, Baker.",NA,Democrat,NA,NA,legislators,"Chandler, George",5,39
1885-01-01T12:00:00Z,"<strong>L. B. Cox</strong><br/>Democrat<br/>Male<br/>Representing Pendleton, Umatilla.",NA,Democrat,NA,NA,legislators,"Cox, L. B.",6,47
1885-01-01T12:00:00Z,"<strong>Joseph Craven</strong><br/>Democrat<br/>Male<br/>Representing Independence, Polk.",NA,Democrat,NA,NA,legislators,"Craven, Joseph",7,55
1885-01-01T12:00:00Z,"<strong>Henry Cyrus</strong><br/>Democrat<br/>Male<br/>Representing Scio, Linn.",NA,Democrat,NA,NA,legislators,"Cyrus, Henry",8,1
1885-01-01T12:00:00Z,"<strong>F. T. Dick</strong><br/>Democrat<br/>Male<br/>Representing La Grande, Union.",NA,Democrat,NA,NA,legislators,"Dick, F. T.",9,8
1885-01-01T12:00:00Z,"<strong>R. B. Hayes</strong><br/>Democrat<br/>Male<br/>Representing Crow, Lane.",NA,Democrat,NA,NA,legislators,"Hayes, R. B.",10,16
1885-01-01T12:00:00Z,"<strong>W. A. Kuykendall</strong><br/>Democrat<br/>Male<br/>Representing Grande Ronde, Polk.",NA,Democrat,NA,NA,legislators,"Kuykendall, W. A.",11,24
1885-01-01T12:00:00Z,"<strong>C. Leinenweber</strong><br/>Democrat<br/>Male<br/>Representing Astoria, Clatsop.",NA,Democrat,NA,NA,legislators,"Leinenweber, C.",12,32
1885-01-01T12:00:00Z,"<strong>W. Lewis</strong><br/>Democrat<br/>Male<br/>Representing Wapinitia, Wasco.",NA,Democrat,NA,NA,legislators,"Lewis, W.",13,40
1885-01-01T12:00:00Z,"<strong>R. A. Lockett</strong><br/>Democrat<br/>Male<br/>Representing Dell, Umatilla.",NA,Democrat,NA,NA,legislators,"Lockett, R. A.",14,48
1885-01-01T12:00:00Z,"<strong>A. R. Lyle</strong><br/>Democrat<br/>Male<br/>Representing Cross Keys, Crook.",NA,Democrat,NA,NA,legislators,"Lyle, A. R.",15,56
1885-01-01T12:00:00Z,"<strong>Charles Miller</strong><br/>Democrat<br/>Male<br/>Representing Jefferson, Marion.",NA,Democrat,NA,NA,legislators,"Miller, Charles",16,2
1885-01-01T12:00:00Z,"<strong>L. H. Montangye</strong><br/>Democrat<br/>Male<br/>Representing Albany, Linn.",NA,Democrat,NA,NA,legislators,"Montangye, L. H.",17,9
1885-01-01T12:00:00Z,"<strong>J. L. Morrow</strong><br/>Democrat<br/>Male<br/>Representing Heppner, Umatilla.",NA,Democrat,NA,NA,legislators,"Morrow, J. L.",18,17
1885-01-01T12:00:00Z,"<strong>J. C. Nelson</strong><br/>Democrat<br/>Male<br/>Representing Chehalem, Yamhill.",NA,Democrat,NA,NA,legislators,"Nelson, J. C.",19,25
1885-01-01T12:00:00Z,"<strong>J. H. Peery</strong><br/>Democrat<br/>Male<br/>Representing Scio, Linn.",NA,Democrat,NA,NA,legislators,"Peery, J. H.",20,33
1885-01-01T12:00:00Z,"<strong>Arthur A. Porter</strong><br/>Democrat<br/>Male<br/>Representing Grants Pass, Josephine.",NA,Democrat,NA,NA,legislators,"Porter, Arthur A.",21,41
1885-01-01T12:00:00Z,"<strong>Harvey Shelton</strong><br/>Democrat<br/>Male<br/>Representing Scio, Linn.",NA,Democrat,NA,NA,legislators,"Shelton, Harvey",22,49
1885-01-01T12:00:00Z,"<strong>R. M. Veatch</strong><br/>Democrat<br/>Male<br/>Representing Cottage Grove, Lane.",NA,Democrat,NA,NA,legislators,"Veatch, R. M.",23,57
1885-01-01T12:00:00Z,"<strong>F. A. Watts</strong><br/>Democrat<br/>Male<br/>Representing Shedd, Linn.",NA,Democrat,NA,NA,legislators,"Watts, F. A.",24,3
1885-01-01T12:00:00Z,"<strong>M. F. Abshier</strong><br/>Republican<br/>Male<br/>Representing Sumner Lake, Lake.",NA,Republican,NA,NA,legislators,"Abshier, M. F.",25,10
1885-01-01T12:00:00Z,"<strong>William Barnes</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,Republican,NA,NA,legislators,"Barnes, William",26,18
1885-01-01T12:00:00Z,"<strong>Lewis Bleakney</strong><br/>Republican<br/>Male<br/>Representing Turner, Marion.",NA,Republican,NA,NA,legislators,"Bleakney, Lewis",27,26
1885-01-01T12:00:00Z,"<strong>Jonathan, Jr. Bourne</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,Republican,NA,NA,legislators,"Bourne, Jonathan, Jr.",28,34
1885-01-01T12:00:00Z,"<strong>Theodore Cameron</strong><br/>Republican<br/>Male<br/>Representing Uniontown, Jackson.",NA,Republican,NA,NA,legislators,"Cameron, Theodore",29,42
1885-01-01T12:00:00Z,"<strong>R. D. Cole</strong><br/>Republican<br/>Male<br/>Representing Riverside, Columbia.",NA,Republican,NA,NA,legislators,"Cole, R. D.",30,50
1885-01-01T12:00:00Z,"<strong>M. J. Connor</strong><br/>Republican<br/>Male<br/>Representing King's Valley, Benton.",NA,Republican,NA,NA,legislators,"Connor, M. J.",31,4
1885-01-01T12:00:00Z,"<strong>W. A. Cusick</strong><br/>Republican<br/>Male<br/>Representing Salem, Marion.",NA,Republican,NA,NA,legislators,"Cusick, W. A.",32,11
1885-01-01T12:00:00Z,"<strong>J. S. Davenport</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,Republican,NA,NA,legislators,"Davenport, J. S.",33,19
1885-01-01T12:00:00Z,"<strong>Alex Downing</strong><br/>Republican<br/>Male<br/>Representing Sublimity, Marion.",NA,Republican,NA,NA,legislators,"Downing, Alex",34,27
1885-01-01T12:00:00Z,"<strong>M. A. Flinn</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,Republican,NA,NA,legislators,"Flinn, M. A.",35,35
1885-01-01T12:00:00Z,"<strong>F. C. Geer</strong><br/>Republican<br/>Male<br/>Representing Butterville, Marion.",NA,Republican,NA,NA,legislators,"Geer, F. C.",36,43
1885-01-01T12:00:00Z,"<strong>S. D. Gibson</strong><br/>Republican<br/>Male<br/>Representing Salem, Marion.",NA,Republican,NA,NA,legislators,"Gibson, S. D.",37,51
1885-01-01T12:00:00Z,"<strong>A. N. Gilbert</strong><br/>Republican<br/>Male<br/>Representing Salem, Marion.",NA,Republican,NA,NA,legislators,"Gilbert, A. N.",38,5
1885-01-01T12:00:00Z,"<strong>J. W. Henkle</strong><br/>Republican<br/>Male<br/>Representing Philomath, Benton.",NA,Republican,NA,NA,legislators,"Henkle, J. W.",39,12
1885-01-01T12:00:00Z,"<strong>W. B. Jolly</strong><br/>Republican<br/>Male<br/>Representing Hillsboro, Washington.",NA,Republican,NA,NA,legislators,"Jolly, W. B.",40,20
1885-01-01T12:00:00Z,"<strong>W. P. Keady</strong><br/>Republican<br/>Male<br/>Representing Corvallis, Benton.",NA,Republican,NA,NA,legislators,"Keady, W. P.",41,28
1885-01-01T12:00:00Z,"<strong>John Kenworthy</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,Republican,NA,NA,legislators,"Kenworthy, John",42,36
1885-01-01T12:00:00Z,"<strong>William Manning</strong><br/>Republican<br/>Male<br/>Representing Canyonville, Douglas.",NA,Republican,NA,NA,legislators,"Manning, William",43,44
1885-01-01T12:00:00Z,"<strong>J. E. Mayo</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,Republican,NA,NA,legislators,"Mayo, J. E.",44,52
1885-01-01T12:00:00Z,"<strong>G. W. McHaley</strong><br/>Republican<br/>Male<br/>Representing Prairie City, Grant.",NA,Republican,NA,NA,legislators,"McHaley, G. W.",45,58
1885-01-01T12:00:00Z,"<strong>W. A. Prosser</strong><br/>Republican<br/>Male<br/>Representing Scholl's Ferry, Washington.",NA,Republican,NA,NA,legislators,"Prosser, W. A.",46,6
1885-01-01T12:00:00Z,"<strong>G. W. Riddle</strong><br/>Republican<br/>Male<br/>Representing Riddle, Douglas.",NA,Republican,NA,NA,legislators,"Riddle, G. W.",47,13
1885-01-01T12:00:00Z,"<strong>John Roberts</strong><br/>Republican<br/>Male<br/>Representing Myrtle Creek, Coos.",NA,Republican,NA,NA,legislators,"Roberts, John",48,21
1885-01-01T12:00:00Z,"<strong>Henry Roger</strong><br/>Republican<br/>Male<br/>Representing Grants Pass, Josephine.",NA,Republican,NA,NA,legislators,"Roger, Henry",49,29
1885-01-01T12:00:00Z,"<strong>James Riley Sanders</strong><br/>Republican<br/>Male<br/>Representing Amity, Yamhill.",NA,Republican,NA,NA,legislators,"Sanders, James Riley",50,37
1885-01-01T12:00:00Z,"<strong>I. L. Smith</strong><br/>Republican<br/>Male<br/>Representing Forest Grove, Washington.",NA,Republican,NA,NA,legislators,"Smith, I. L.",51,45
1885-01-01T12:00:00Z,"<strong>George L. Story</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,Republican,NA,NA,legislators,"Story, George L.",52,53
1885-01-01T12:00:00Z,"<strong>Walter Stutton</strong><br/>Republican<br/>Male<br/>Representing Ellensburg, Curry.",NA,Republican,NA,NA,legislators,"Stutton, Walter",53,59
1885-01-01T12:00:00Z,"<strong>E. E. Taylor</strong><br/>Republican<br/>Male<br/>Representing Elk Flat, Union.",NA,Republican,NA,NA,legislators,"Taylor, E. E.",54,14
1885-01-01T12:00:00Z,"<strong>L. Therkelson</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,Republican,NA,NA,legislators,"Therkelson, L.",55,22
1885-01-01T12:00:00Z,"<strong>Alex Thompson</strong><br/>Republican<br/>Male<br/>Representing Clackamas, Clackamas.",NA,Republican,NA,NA,legislators,"Thompson, Alex",56,30
1885-01-01T12:00:00Z,"<strong>J. K. Wait</strong><br/>Republican<br/>Male<br/>Representing Milwaukie, Clackamas.",NA,Republican,NA,NA,legislators,"Wait, J. K.",57,38
1885-01-01T12:00:00Z,"<strong>C. B. Wilcox</strong><br/>Republican<br/>Male<br/>Representing Roseburg, Douglas.",NA,Republican,NA,NA,legislators,"Wilcox, C. B.",58,46
1885-01-01T12:00:00Z,"<strong>Charles B. Will</strong><br/>Republican<br/>Male<br/>Representing Aurora, Clackamas, Marion.",NA,Republican,NA,NA,legislators,"Will, Charles B.",59,54
1885-01-01T12:00:00Z,"<strong>E. H. Woodward</strong><br/>Republican<br/>Male<br/>Representing Newberg, Yamhill.",NA,Republican,NA,NA,legislators,"Woodward, E. H.",60,60
1887-01-01T12:00:00Z,"<strong>W. F. Benjamin</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Roseburg, Douglas.",NA,Unknown Affiliation,NA,NA,legislators,"Benjamin, W. F.",1,7
1887-01-01T12:00:00Z,"<strong>W. H. Biggs</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Wasco, Wasco, Crook, Gilliam.",NA,Unknown Affiliation,NA,NA,legislators,"Biggs, W. H.",2,15
1887-01-01T12:00:00Z,"<strong>L. Bilyeu</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Eugene, Lane.",NA,Unknown Affiliation,NA,NA,legislators,"Bilyeu, L.",3,23
1887-01-01T12:00:00Z,"<strong>A. Blevins</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Tangent, Linn.",NA,Unknown Affiliation,NA,NA,legislators,"Blevins, A.",4,31
1887-01-01T12:00:00Z,"<strong>James E. Blundell</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Canyonville, Douglas.",NA,Unknown Affiliation,NA,NA,legislators,"Blundell, James E.",5,39
